Link,CSS Path,Is Feature?,Text,Feature Validation (Yes/No),Customer Type Validation,Hardware Component
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(153) > span.country-name:nth-child(2)",0,nepal (नेपाल),,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(153) > span.dial-code:nth-child(3)",0,+977,,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(154) > span.country-name:nth-child(2)",0,netherlands (nederland),,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(154) > span.dial-code:nth-child(3)",0,+31,,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(155) > span.country-name:nth-child(2)",0,new caledonia (nouvelle-calédonie),,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(155) > span.dial-code:nth-child(3)",0,+687,,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(156) > span.country-name:nth-child(2)",0,new zealand,,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(156) > span.dial-code:nth-child(3)",0,+64,,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(157) > span.country-name:nth-child(2)",0,nicaragua,,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(157) > span.dial-code:nth-child(3)",0,+505,,,
https://www.gnani.ai/,"html.no-js.js_active.vc_desktop.vc_transform.vc_transform[lang=""en-US""][prefix=""og: http://ogp.me/ns# fb: http://ogp.me/ns/fb#""][title=""""]:nth-child(1) > body.top-bar-hide.header-fixed.no-sidebar.site-layout-full-width.header-style-1.cur-menu-1.sub-menu-2.is-page.no-padding-content.header-simple-search.has-related-post.footer-has-promo.wpb-js-composer.vc_responsive[title=""""]:nth-child(2) > div#pum-20677.pum.pum-overlay.pum-theme-18015.pum-theme-lightbox.popmake-overlay.pum-click-to-close.auto_open.click_open[role=""dialog""][title=""""]:nth-child(5) > div#popmake-20677.pum-container.popmake.theme-18015.pum-responsive.pum-responsive-normal.responsive.size-normal.custom-position[title=""""]:nth-child(1) > div.pum-content.popmake-content[tabindex=""0""][title=""""]:nth-child(1) > div.vc-custom-col-spacing.clearfix.vc-col-spacing-30[title=""""]:nth-child(1) > section.wpb_row.vc_row-fluid[title=""""]:nth-child(1) > div.startflow-container[title=""""]:nth-child(1) > div.row-inner.clearfix[title=""""]:nth-child(1) > div.wpb_column.vc_column_container.vc_col-sm-12[title=""""]:nth-child(1) > div.vc_column-inner[title=""""]:nth-child(1) > div.wpb_wrapper[title=""""]:nth-child(1) > div#wpcf7-f20680-o1.wpcf7[role=""form""][lang=""en-US""][dir=""ltr""]:nth-child(4) > form.wpcf7-form.init[action=""/#wpcf7-f20680-o1""][method=""post""][novalidate=""novalidate""]:nth-child(2) > div.cf7-style-2.button-left:nth-child(2) > div.vc_row:nth-child(2) > div.vc_col-sm-6:nth-child(2) > div.email-wrap:nth-child(1) > span.wpcf7-form-control-wrap.phonetext-822:nth-child(2) > div.intl-tel-input.allow-dropdown:nth-child(1) > div.flag-container:nth-child(1) > ul.country-list.hide:nth-child(2) > li.country:nth-child(158) > span.country-name:nth-child(2)",0,niger (nijar),,,
